"psgagus","Government of Georgia"
"pshseru","National Research University Higher School of Economics"
"psiiiuk","Policy Studies Institute (PSI)"
"pslagus","Government of Louisiana"
"pslvcus","Lebanon Valley College"
"psmdgus","Government of Maryland"
"psmigus","Government of Michigan"
"psmogus","Government of Missouri"
"psmsgus","Government of Mississippi"
"psmtgus","Government of Montana"
"psndgus","Government of North Dakota"
"psnegus","Government of Nebraska"
"psnygus","Government of New York"
"psscgus","Government of South Carolina"
"pstauil","Tel Aviv University"
"psukcuk","Personal Social Services Research Unit (PSSRU)"
"psukyus","University of Kentucky"
"psutgus","Government of Utah"
"psvtgus","Government of Vermont"
"pswigus","Government of Wisconsin"
"pswvgus","Government of Wyoming"
"ptbmehu","Budapest University of Technology and Economics"
"pteeeea","Polish Economic society"
"ptoxfuk","Oxford University"
"ptpidlk","Point Pedro Institute of Development"
"ptsgvse","Government of Sweden"
"pttttfi","Pellervo Economic Research Institute"
"ptuptro","Polytechnic University of Timisoara"
"pucagus","Government of California"
"puctgus","Government of Connecticut"
"pufmgbr","Federal University of Minas Gerais"
"puidgus","Government of Idaho"
"puisiin","Indian Statistical Institute"
"pumegus","Government of Maine"
"punhgus","Government of New Hampshire"
"punvgus","Government of Nevada"
"puohgus","Government of Ohio"
"puorgus","Government of Oregon"
"pupagus","Government of Pennsylvania"
"purigus","Government of Rhode Island"
"pusavsk","Slovak Academy of Sciences"
"pusdgus","Government of South Dakota"
"pusssat","Seeburg Castle University"
"putxgus","Government of Texas"
"puuflus","University of Florida"
"pvpotde","University of Potsdam"
"pwpotde","University of Potsdam"
"pwsbipl","Private School of Business and Administration"
"pwutsau","University of Technology Sydney"
"qaulsuk","University of Ulster"
"qbqutau","Queensland University of Technology"
"qcbgvqa","Qatar Central Bank"
"qcmesca","Government of Québec"
"qcmitca","Government of Québec"
"qcmofca","Government of Québec"
"qcrevca","Government of Québec"
"qcstaca","Government of Québec"
"qctraca","Government of Québec"
"qdpweat","Policy Crossover Center Vienna-Europe"
"qedquca","Queen's University"
"qehoxuk","Oxford University"
"qfhseru","National Research University Higher School of Economics"
"qfrbaus","Federal Reserve Bank of Atlanta"
"qfrbous","Federal Reserve Bank of Boston"
"qfsnsit","Higher Normal School"
"qfupaus","University of Pennsylvania"
"qfutsau","University of Technology Sydney"
"qgrouus","Institute for Quantitative Research in Finance (Q-Group)"
"qiirqcn","Qianhai Institute of Innovative Research (QIIR)"
"qlucluk","University College London (UCL)"
"qsagvqa","Government of Qatar"
"qsloyus","Loyola University"
"qsmcmca","McMaster University"
"quantng","Quantitative Economic Research Bureau (Quanterb)"
"radddea","Researchers Alliance for Development - RAD"
"radsipk","Research and Development Solutions"
"radwbus","World Bank Group"
"rakieea","Research Association for Knowledge Integrity on Economics - RAKIE"
"rakiiea","Association of Construction Economists in Finland"
"randduk","RAND Europe"
"randdus","RAND"
"randebe","RAND Europe"
"rapmous","Regulatory Assistance Project"
"rathuil","Hebrew University of Jerusalem"
"ratiose","Ratio Institute"
"ratngus","Government of Tennessee"
"rbagvau","Reserve Bank of Australia"
"rbagvza","South African Reserve Bank"
"rbfgvfj","Reserve Bank of Fiji"
"rbgovse","Central Bank of Sweden"
"rbigvin","Reserve Bank of India"
"rbisein","Institute for Social and Economic Change (ISEC)"
"rbmgvmw","Reserve Bank of Malawi"
"rbngvnz","Reserve Bank of New Zealand"
"rbskoin","Rajagiri Business School"
"rbstauk","University of St. Andrews"
"rbstulv","Riga Technical University"
"rbvgvvu","Reserve Bank of Vanuatu"
"rbzgvzw","Reserve Bank of Zimbabwe"
"rcakgus","Government of Alaska"
"rcamoru","Russian Customs Academy"
"rcavfru","Russian Customs Academy"
"rccithk","City University"
"rcdkyua","Research Consulting and Development"
"rceddru","Plekhanov Russian University of Economics"
"rcessuk","University of Essex"
"rcfeaca","Rimini Centre for Economic Analysis (RCEA)"
"rcfeait","Rimini Centre for Economic Analysis (RCEA)"
"rchirjp","Hiroshima University"
"rchrcca","University of Toronto"
"rcipmby","Research Center of the Institute for Privatization and Management (IPM Research Center)"
"rciqrpk","Iqra University"
"rckygus","Government of Kentucky"
"rcnfucn","Nanjing Forestry University"
"rcniijp","Economic Research Center of Niigata (RCN)"
"rcritjp","Ritsumeikan University"
"rcuwaus","University of Washington"
"rdagvus","Government of the United States"
"rdbubit","Rodolfo DeBenedetti Foundation"
"rdcccea","Romanian Distribution  Committee - RDC"
"rdimfus","International Monetary Fund (IMF)"
"rdisetr","Istanbul Stock Exchange"
"rdulles","University of La Laguna"
"realaea","Iberoamerican Network of Bioeconomics and Climate Change"
"reamuus","Marquette University"
"reapbea","Network of Applied Economics"
"reasous","Reason Foundation"
"reasuus","Arizona State University"
"rebayus","eBay Research Labs"
"rebrabd","BRAC"
"recamuk","University of Cambridge"
"recgvbr","Government of Brazil"
"recipnl","University of Amsterdam"
"recolus","University of Colorado"
"redcoea","Economist Research Network"
"redemea","Network for the Study of the World Economy"
"redifbe","Re-define"
"redniar","National Network of Researchers in Economics"
"reescfr","ESC Rennes School of Business"
"reflenl","Tilburg University"
"regarfr","University of Bordeaux"
"regiofo","Center for Local and Regional Development"
"regoves","University of Oviedo"
"regwuat","WU Vienna University of Economics and Business"
"rehubde","Humboldt University Berlin"
"reimsfr","Reims Management School"
"reisdus","University of San Diego"
"rekgvtr","Government of Turkey"
"relsuus","Louisiana State University"
"remeses","Research Center on Remittances"
"remodit","University of Modena and Reggio Emilia"
"repecea","Research Papers in Economics - RePEc"
"repflch","Swiss Federal Institute of Technology of Lausanne"
"replaru","Plekhanov Russian University of Economics"
"repoatz","Research on Poverty Alleviation (REPOA)"
"repppit","Research and Projects"
"rerfsus","Florida State University"
"reriius","Real Estate Research Institute (RERI)"
"rersulv","Riga Stradins University"
"rerugnl","Royal University of Groningen"
"resanea","Research Africa Network - Resanet"
"reserea","European Association for Research on Service - RESER"
"resetea","Research on Economics, Society and Territory"
"resfouk","Resolution Foundation"
"resitus","Towson University"
"resssea","Royal Economic Society - RES"
"retamus","Texas A&M University"
"reteaie","Irish Agriculture and Food Development Authority (Teagasc)"
"reuiuus","University of Illinois at Urbana-Champaign"
"reupaus","University of Pennsylvania"
"reutbfr","Technology University of Belfort-Montbeliard"
"reutlpt","University of Lisbon"
"reutxus","University of Texas-Austin"
"revgvca","Government of Canada"
"revgvie","Government of Ireland"
"reviges","University of Vigo"
"rewzbde","Social Science Research Center"
"rffffus","Resources for the Future (RFF)"
"rffhlpk","Research Foundation for Humanity (RFH)"
"rffkodk","Rockwool Foundation Research Unit"
"rfrbcus","Federal Reserve Bank of Chicago"
"rfrbmus","Federal Reserve Bank of Minneapolis"
"rfrbnus","Federal Reserve Bank of New York"
"rfrbpus","Federal Reserve Bank of Philadelphia"
"rfsabtr","Sabanci University"
"rfumnus","University of Minnesota-St. Paul"
"rgkulbe","University of Leuven"
"rgsbmuz","Republican Graduate School of Business and Management"
"rgsgvit","Government of Italy"
"rgviges","University of Vigo"
"rheurnl","Erasmus University of Rotterdam"
"riadbus","Inter-American Development Bank"
"ribecea","Ibero-American Network of Environmental Economics"
"ridgeuy","Research Institute for Development, Growth, and Economics (RIDGE)"
"riedhfr","EDHEC Business School"
"rieffea","Research in International Economics and Finance Network - RIEF"
"rieplru","Russian Research Institute of Economics, Politics and Law in Science and Technology (RIEPL)"
"riesskr","Research Institute of the East-West Economy & Society (RIES)"
"rietijp","Research Institute of Economy, Trade and Industry (RIETI)"
"rieurnl","Erasmus University of Rotterdam"
"rifgvcn","Government of China"
"rifpkua","Research Institute of Fiscal Policy"
"rifpujp","Fukui Prefectural University"
"riinvyu","Riinvest Institute for Development Research"
"rijrcit","European Commission"
"rikobjp","Kobe University"
"rilitfr","University of the Opal Coast"
"rimiscl","Latin American Center for Rural Development"
"rioeejp","Research Institute for Ocean Economics (RIOE)"
"riryujp","Ryukoku University"
"risdcin","Research and Information System for Developing Countries (RIS)"
"risedid","Research Institute of Socio-Economic Development (RISED)"
"risegco","EAFIT University"
"riseouk","Research on Improving Systems of Education (RISE)"
"risfuca","Simon Fraser University"
"risklca","University of Toronto"
"risklch","RiskLab"
"riskles","Autonomous University of Madrid"
"risklfi","RiskLab Finland"
"risogkr","Sogang University"
"risunch","United Nations"
"riswucn","Southwestern University of Finance and Economics (SWUFE)"
"ritlnfr","University of Toulon and Var"
"ritokjp","University of Tokyo"
"riugvuk","Government of the United Kingdom"
"riumius","University of Michigan"
"riupaus","University of Pennsylvania"
"riutcth","University of the Thai Chamber of Commerce"
"riwasjp","Waseda University"
"rixjtcn","Xi'an Jiaotong-Liverpool University (XJTLU)"
"rkmtahu","Centre for Economic and Regional Studies"
"rlbkehu","Corvinus University of Budapest"
"rmagvbt","Royal Monetary Authority"
"rmagvus","Government of the United States"
"rmccgus","College of Coastal Georgia"
"rmhseru","National Research University Higher School of Economics"
"rminusg","National University of Singapore (NUS)"
"rmiumin","University of Mumbai"
"robsfus","Robert Schalkebach Foundation"
"rocofro","Romania Fiscal Council"
"romaanl","Maastricht University"
"rooseus","Roosevelt Institute"
"rossiea","Manlio Rossi-Doria Study and Research Association"
"rotasid","Institute for Rural Development and Sustainability"
"roubsfr","Rouen Business School"
"rpbbbnl","Netherlands Environmental Assessment Agency"
"rpcgvuk","Government of the United Kingdom"
"rpieuuk","Regulatory Policy Institute"
"rpmasde","Government of Rhineland-Palatinate"
"rpmfide","Government of Rhineland-Palatinate"
"rpmwvde","Government of Rhineland-Palatinate"
"rppprus","Princeton University"
"rpprius","Princeton University"
"rpradus","Radcliffe College"
"rprccus","Oregon State University"
"rprdguk","University of Reading"
"rrhitjp","Hitotsubashi University"
"rriiiea","Innovation Research Network"
"rrsaaea","Romanian Association for Regional Sciences"
"rrumaus","University of Massachusetts-Amherst"
"rrwvuus","West Virginia University"
"rrzbrsk","Council for Budget Responsibility"
"rsaaaea","Regional Studies Association - RSA"
"rsaibea","Regional Science Association International, British and Irish Section - RSAIBIS"
"rsaiiea","Regional Science Association International - RSAI"
"rsailea","Regional Science Association International, Israeli Section - Israel RSA"
"rsanlea","Regional Science Association, Netherlands Section - RSA-Nederland"
"rsbchin","Rajalakshmi School of Business"
"rsconru","RSconsult"
"rsebalv","Riga International School of Economics and Business Administration (RISEBA)"
"rseeeea","Russian Society for Ecological Economics - RSEE"
"rsgwuus","George Washington University"
"rsibkde","Reinhard Selten Institute (RSI)"
"rsiueit","European University Institute"
"rskgvis","Government of Iceland"
"rskubes","University of Barcelona"
"rsmeunl","Erasmus University of Rotterdam"
"rsmuqau","University of Queensland"
"rssssea","Royal Statistical Society - RSS"
"rsterin","The Energy and Resources Institute (TERI)"
"rstgvba","Government of Bosnia and Herzegovina"
"rsuerru","Rostov State University of Economics"
"rsumius","University of Michigan"
"rtsaaea","Risk Theory Society - RTS"
"rtswdde","Government of Germany"
"rtszehu","Szechenyi Istvan University"
"rttttro","Romania Think Tank (RTT)"
"ruaceru","Russian Academy of Entrepreneurship"
"ruhrgde","Ruhr Graduate School in Economics"
"rupecbe","European Commission"
"ruprius","Rural Policy Research Institute (RUPRI)"
"rusanea","Rural Sociology Association of Nigeria - RUSAN"
"ruuclbe","Catholic University of Louvain-la-Neuve"
"ruuctza","University of Cape Town"
"rvimbin","R.V. Institute of Management"
"rvvgvfi","Government of Finland"
"rwbayde","University of Bayreuth"
"rwiesde","RWI - Leibniz Institute for Economic Research"
"rwupaus","University of Pennsylvania"
"saaeeea","Southern Association of Agricultural Experiment Station Directors - SAAESD"
"sabanuk","Bangor University"
"sabeeea","Society for the Advancement of Behavioral Economics - SABE"
"sabfssd","Sudan Academy for Banking and Financial Sciences"
"sabriuk","University of Bristol"
"sacadau","University of Adelaide"
"sadccbw","Southern African Development Community (SADC)"
"sadhaea","Association of Community Development Finance Institutions - Sa-Dhan"
"saeaaea","Southern Agricultural Economics Association - SAEA"
"saeeeea","Swiss Association for Energy Economics - SAEE"
"saettea","Society for the Advancement of Economic Theory - SAET"
"safaaea","Southern African Finance Association - SAFA"
"safbdru","Siberian Academy of Finance and Banking"
"safgvcn","Government of China"
"safinde","Government of Saxony-Anhalt"
"sagasea","Swiss Association for Health Economics"
